Date,RV,Return
20030514,8.41E-05,-0.003199424
20030515,0.000102622,0.007667912
20030516,5.71E-05,-0.002506651
20030519,0.000102834,-0.025070742
20030520,0.00013258,-0.000543171
20030521,9.62E-05,0.003635756
20030522,7.02E-05,0.00909842
20030523,4.01E-05,0.001190444
20030527,8.68E-05,0.019451262
20030528,6.91E-05,0.00197392
20030529,9.49E-05,-0.004184063
20030530,8.15E-05,0.01488384
20030602,0.000121679,0.003139557
20030603,8.34E-05,0.004488361
20030604,6.61E-05,0.01461133
20030605,0.000101978,0.00349203
20030606,0.000191818,-0.002872403
20030609,6.15E-05,-0.012233347
20030610,7.31E-05,0.008783664
20030611,6.26E-05,0.012341787
20030612,9.00E-05,0.001132214
20030613,7.87E-05,-0.01046002
20030616,7.42E-05,0.021276973
20030617,6.08E-05,0.000524231
20030618,6.01E-05,-0.002058143
20030619,8.03E-05,-0.015504341
20030620,9.27E-05,0.001095208
20030623,5.59E-05,-0.014496599
20030624,5.61E-05,0.002360603
20030625,0.000129909,-0.007368583
20030626,7.02E-05,0.010434239
20030627,8.00E-05,-0.009652653
20030630,0.000118424,-0.001199219
20030701,0.000113003,0.008084218
20030702,5.46E-05,0.010964589
20030703,0.000136225,-0.008133617
20030707,0.000126721,0.018415172
20030708,5.83E-05,0.002853296
20030709,9.00E-05,-0.005671713
20030710,0.000112014,-0.013298843
20030711,7.59E-05,0.009652866
20030714,0.000201353,0.005913512
20030715,0.000125016,-0.003752574
20030716,6.34E-05,-0.006458105
20030717,0.000104588,-0.011809906
20030718,7.61E-05,0.010870388
20030721,7.18E-05,-0.014909452
20030722,0.000110912,0.00931488
20030723,4.05E-05,0.000212504
20030724,0.000112086,-0.007075274
20030725,8.54E-05,0.016970104
20030728,8.94E-05,-0.001944453
20030729,0.00013589,-0.007433331
20030730,5.08E-05,-0.001881925
20030731,0.000204413,0.002669877
20030801,8.00E-05,-0.010465454
20030804,0.00011926,0.002669494
20030805,0.000144271,-0.017893826
20030806,0.000101726,0.002038399
20030807,6.78E-05,0.007438042
20030808,6.25E-05,0.003709287
20030811,5.63E-05,0.002778489
20030812,5.86E-05,0.009863594
20030813,4.06E-05,-0.006747609
20030814,5.59E-05,0.006200062
20030815,1.46E-05,0.002719027
20030818,3.62E-05,0.009203783
20030819,4.72E-05,0.002956395
20030820,4.83E-05,-0.002157261
20030821,8.20E-05,0.003263688
20030822,0.000112457,-0.010430277
20030825,3.50E-05,0.000302051
20030826,7.86E-05,0.003375565
20030827,1.83E-05,0.000641894
20030828,5.27E-05,0.00650973
20030829,5.62E-05,0.005112353
20030902,7.23E-05,0.013998643
20030903,5.84E-05,0.003877053
20030904,2.94E-05,0.001606473
20030905,5.96E-05,-0.00679365
20030908,4.46E-05,0.01007256
20030909,4.91E-05,-0.008107298
20030910,5.54E-05,-0.012292174
20030911,5.82E-05,0.005229054
20030912,5.81E-05,0.001867561
20030915,3.17E-05,-0.004082421
20030916,3.39E-05,0.013856899
20030917,3.01E-05,-0.003152674
20030918,3.22E-05,0.012937768
20030919,3.07E-05,-0.003073265
20030922,0.000117461,-0.013513654
20030923,4.81E-05,0.005712909
20030924,5.99E-05,-0.019210983
20030925,7.66E-05,-0.005822462
20030926,9.49E-05,-0.006098677
20030929,7.13E-05,0.009335831
20030930,0.000134887,-0.010205087
20031001,7.91E-05,0.021396609
20031002,5.47E-05,0.001834854
20031003,0.000230853,0.009501491
20031006,2.40E-05,0.00422469
20031007,7.30E-05,0.004196721
20031008,3.41E-05,-0.005432095
20031009,0.00012518,0.004227928
20031010,2.65E-05,-0.000269596
20031013,5.03E-05,0.006854668
20031014,2.86E-05,0.003628555
20031016,2.25E-05,0.00267005
20031017,4.54E-05,-0.010646241
20031020,3.69E-05,0.004588617
20031021,3.29E-05,0.00101415
20031022,0.00010232,-0.014666846
20031023,6.24E-05,0.002936404
20031024,0.000101885,-0.00495533
20031027,5.51E-05,0.001728491
20031028,4.49E-05,0.014384997
20031029,4.80E-05,0.001241121
20031030,7.47E-05,-0.001470392
20031031,4.10E-05,0.003089954
20031103,4.64E-05,0.007830611
20031104,3.56E-05,-0.005415859
20031105,5.17E-05,-0.001330103
20031106,3.65E-05,0.00558425
20031107,4.79E-05,-0.004433043
20031110,2.06E-05,-0.006047436
20031111,2.06E-05,-0.000754742
20031112,2.69E-05,0.011363003
20031113,3.84E-05,-0.000255096
20031114,5.01E-05,-0.007949047
20031117,8.77E-05,-0.00687846
20031118,6.07E-05,-0.008999488
20031119,3.79E-05,0.008185716
20031120,8.98E-05,-0.008293767
20031121,5.55E-05,0.001392152
20031124,7.04E-05,0.01579303
20031125,2.98E-05,0.002022514
20031126,4.18E-05,0.003854445
20031128,8.32E-06,-0.000236222
20031201,5.90E-05,0.010930406
20031202,2.55E-05,-0.003594836
20031203,4.95E-05,-0.001604482
20031204,3.35E-05,0.00507758
20031205,6.06E-05,-0.007365427
20031208,2.44E-05,0.007012566
20031209,5.02E-05,-0.008810795
20031210,3.41E-05,-0.001529211
20031211,3.10E-05,0.011435241
20031212,2.63E-05,0.00275011
20031215,0.000103944,-0.005395579
20031216,3.95E-05,0.006523375
20031217,2.16E-05,0.000799584
20031218,2.00E-05,0.011398082
20031219,3.23E-05,-0.000743955
20031222,1.93E-05,0.00341122
20031223,1.51E-05,0.002485609
20031224,1.13E-05,-0.00180817
20031226,6.99E-06,0.001689552
20031229,2.50E-05,0.011711531
20031230,1.14E-05,-0.000468798
20031231,1.95E-05,0.000171212
20040102,4.92E-05,-0.003910796
20040105,5.57E-05,0.011427671
20040106,2.23E-05,0.001131046
20040107,2.98E-05,0.001947074
20040108,3.24E-05,0.003828129
20040109,7.12E-05,-0.009185816
20040114,2.18E-05,0.007950686
20040115,4.78E-05,0.001325944
20040116,3.79E-05,0.006366336
20040120,2.58E-05,-0.0005002
20040121,3.54E-05,0.007541065
20040122,3.48E-05,-0.003010749
20040123,4.16E-05,-0.00264349
20040126,2.84E-05,0.011722014
20040127,3.37E-05,-0.009557633
20040128,0.000100301,-0.013295459
20040129,8.57E-05,0.004764966
20040130,5.09E-05,-0.002657592
20040202,8.53E-05,0.003256915
20040203,3.43E-05,0.000449135
20040204,8.40E-05,-0.00838874
20040205,4.54E-05,0.002083898
20040206,5.06E-05,0.01238106
20040209,1.89E-05,-0.002883147
20040210,2.40E-05,0.004761372
20040211,4.40E-05,0.010049376
20040212,2.18E-05,-0.004970181
20040213,4.73E-05,-0.005186544
20040217,6.65E-05,0.009511183
20040218,1.76E-05,-0.004348285
20040219,5.20E-05,-0.004036543
20040220,5.07E-05,-0.001989668
20040223,3.43E-05,-0.003055068
20040224,4.58E-05,-0.00115756
20040225,1.83E-05,0.004327418
20040226,2.66E-05,0.001598833
20040227,3.46E-05,-0.000471398
20040301,3.32E-05,0.009258802
20040302,3.79E-05,-0.005630152
20040303,2.28E-05,0.001591284
20040304,1.35E-05,0.003070787
20040305,0.000110911,0.002127844
20040308,2.52E-05,-0.00847242
20040309,5.73E-05,-0.005655783
20040310,5.14E-05,-0.014527502
20040311,0.000115227,-0.015594001
20040312,6.76E-05,0.012141608
20040315,8.74E-05,-0.014480957
20040316,0.000100643,0.005966826
20040317,4.24E-05,0.011752047
20040318,7.38E-05,-0.001308976
20040319,3.82E-05,-0.010821763
20040322,0.000123388,-0.013160889
20040323,7.84E-05,-0.00063924
20040324,9.03E-05,-0.002168811
20040325,7.26E-05,0.015854157
20040326,3.49E-05,-0.00020738
20040329,6.69E-05,0.012591191
20040330,3.36E-05,0.003814643
20040331,3.78E-05,-0.001038694
20040401,3.91E-05,0.005304629
20040402,0.000136781,0.007803982
20040405,1.56E-05,0.007364587
20040406,3.91E-05,-0.002567239
20040407,3.51E-05,-0.00621177
20040408,9.02E-05,-0.001052696
20040412,2.49E-05,0.005269943
20040413,4.80E-05,-0.013751118
20040414,6.17E-05,-0.001391036
20040415,5.95E-05,0.000593706
20040416,3.45E-05,0.004904505
20040419,2.22E-05,0.000881011
20040420,3.95E-05,-0.015098175
20040421,5.62E-05,0.005716314
20040422,6.13E-05,0.014703355
20040423,2.76E-05,0.000833037
20040426,3.65E-05,-0.004675123
20040427,4.82E-05,0.002866793
20040428,5.79E-05,-0.014060126
20040429,8.73E-05,-0.009129132
20040430,0.000101866,-0.0054733
20040503,4.68E-05,0.009035191
20040504,9.36E-05,0.002029278
20040505,3.74E-05,0.002203813
20040506,7.91E-05,-0.006673848
20040507,0.00010663,-0.013784096
20040510,0.000153793,-0.010301353
20040511,5.02E-05,0.007642369
20040512,0.000130421,0.001842293
20040513,8.34E-05,-0.00118545
20040514,9.11E-05,-0.000830303
20040517,0.000161461,-0.010615606
20040518,5.18E-05,0.00708672
20040519,0.000100371,-0.002017627
20040520,3.97E-05,0.000872236
20040521,4.83E-05,0.004196144
20040524,6.75E-05,0.001818091
20040525,4.79E-05,0.016370505
20040526,2.77E-05,0.001633811
20040527,5.21E-05,0.005518674
20040528,1.27E-05,0.000133767
20040601,3.24E-05,0.000463896
20040602,3.35E-05,0.003410162
20040603,3.98E-05,-0.007100769
20040604,6.45E-05,0.005456857
20040607,3.56E-05,0.015619033
20040608,3.03E-05,0.001007892
20040609,2.88E-05,-0.009686222
20040610,1.82E-05,0.004330634
20040614,4.40E-05,-0.01038396
20040615,6.97E-05,0.006413288
20040616,1.49E-05,0.001377131
20040617,2.28E-05,-0.001279975
20040618,2.33E-05,0.002382214
20040621,1.58E-05,-0.004052181
20040622,2.74E-05,0.00377064
20040623,2.15E-05,0.008470647
20040624,2.18E-05,-0.002415376
20040625,1.84E-05,-0.002123851
20040628,5.73E-05,-0.000670164
20040629,1.64E-05,0.002766717
20040630,2.88E-05,0.004776464
20040701,4.69E-05,-0.010751465
20040702,3.09E-05,-0.003540549
20040706,3.64E-05,-0.007930921
20040707,1.83E-05,0.001548688
20040708,5.44E-05,-0.00856717
20040709,4.19E-05,0.003177678
20040712,2.80E-05,0.001194459
20040713,9.70E-06,0.00087905
20040714,6.19E-05,-0.003287497
20040715,3.28E-05,-0.00416532
20040716,4.59E-05,-0.004582677
20040719,3.97E-05,-0.000426825
20040720,3.82E-05,0.00660905
20040721,5.96E-05,-0.012863461
20040722,8.04E-05,0.002319318
20040723,5.52E-05,-0.009720333
20040726,7.40E-05,-0.001649306
20040727,4.85E-05,0.009967958
20040728,7.94E-05,0.000976843
20040729,5.53E-05,0.004899337
20040730,3.05E-05,0.001244194
20040802,3.77E-05,0.00434736
20040803,2.52E-05,-0.006527557
20040804,5.35E-05,-0.001191955
20040805,5.28E-05,-0.016325432
20040806,0.00011586,-0.015413827
20040809,3.20E-05,0.001408821
20040810,4.57E-05,0.012399108
20040811,0.000111215,-0.003267491
20040812,5.14E-05,-0.011677996
20040813,4.29E-05,0.001494326
20040816,4.11E-05,0.013701719
20040817,2.99E-05,0.001694045
20040818,4.71E-05,0.012110779
20040819,3.87E-05,-0.003897392
20040820,2.86E-05,0.006503553
20040823,2.15E-05,-0.002433879
20040824,3.99E-05,0.000337633
20040825,2.78E-05,0.007742326
20040826,1.66E-05,0.000452403
20040827,1.05E-05,0.002846392
20040830,1.80E-05,-0.007493455
20040831,2.79E-05,0.004339386
20040901,2.98E-05,0.001348435
20040902,2.02E-05,0.011400438
20040903,2.60E-05,-0.003592212
20040907,5.95E-05,0.006765671
20040908,2.39E-05,-0.004361589
20040909,3.43E-05,0.001566493
20040910,2.79E-05,0.004718904
20040913,1.91E-05,0.001182659
20040914,1.51E-05,0.002173827
20040915,2.19E-05,-0.007133231
20040916,1.22E-05,0.002754221
20040917,2.63E-05,0.004520253
20040920,4.10E-05,-0.005482192
20040921,1.88E-05,0.006271507
20040922,7.07E-05,-0.013982002
20040923,2.91E-05,-0.004373933
20040924,1.79E-05,0.001550639
20040927,2.31E-05,-0.00582718
20040928,3.01E-05,0.006107165
20040929,2.50E-05,0.003946942
20040930,2.79E-05,-0.000502458
20041001,4.31E-05,0.014836724
20041004,4.19E-05,0.003017978
20041005,1.97E-05,-0.000405308
20041006,1.69E-05,0.006256391
20041007,1.65E-05,-0.010200264
20041008,2.97E-05,-0.00745709
20041011,1.58E-05,0.002252083
20041013,6.09E-05,-0.007641617
20041014,2.74E-05,-0.009219399
20041015,6.16E-05,0.004404357
20041018,4.01E-05,0.005130293
20041019,3.53E-05,-0.00967847
20041020,5.32E-05,0.000280954
20041021,4.84E-05,0.002443418
20041022,3.72E-05,-0.010054992
20041025,4.82E-05,-0.000812567
20041026,3.84E-05,0.01406743
20041027,4.75E-05,0.012770355
20041028,3.72E-05,0.001474023
20041029,2.49E-05,0.001914012
20041101,2.02E-05,0.000256559
20041102,4.49E-05,-7.08E-05
20041103,0.000213002,0.009130795
20041104,3.45E-05,0.015484808
20041105,4.27E-05,0.003531766
20041108,1.98E-05,-0.00107246
20041109,2.41E-05,-0.000103019
20041110,2.52E-05,-0.000739054
20041111,2.22E-05,0.009457165
20041112,1.44E-05,0.008451758
20041115,2.93E-05,-0.000168909
20041116,2.26E-05,-0.007010434
20041117,5.91E-05,0.005286191
20041118,1.95E-05,0.001513314
20041119,3.08E-05,-0.010856745
20041122,2.24E-05,0.005869916
20041123,3.03E-05,-0.000203887
20041124,2.26E-05,0.004501553
20041126,6.53E-06,0.000752831
20041129,5.24E-05,-0.003506755
20041130,2.81E-05,-0.003365662
20041201,3.03E-05,0.014211273
20041202,3.08E-05,-0.00095734
20041203,4.82E-05,0.000537522
20041206,2.49E-05,-0.000730641
20041207,3.34E-05,-0.0107953
20041208,2.73E-05,0.004610998
20041209,5.21E-05,0.005244885
20041210,3.02E-05,-0.000765487
20041213,4.39E-05,0.008941388
20041214,1.64E-05,0.004129348
20041215,2.53E-05,0.001909459
20041216,3.02E-05,-0.002142093
20041217,4.76E-05,-0.006043775
20041220,4.50E-05,0.000318154
20041221,2.45E-05,0.009066049
20041222,1.69E-05,0.003610381
20041223,1.09E-05,0.001123735
20041227,2.75E-05,-0.003567958
20041228,1.93E-05,0.006988438
20041229,8.72E-06,0.000107119
20041230,6.34E-06,0.00023072
20041231,8.18E-06,-0.001566881
20050103,5.31E-05,-0.008601812
20050104,5.08E-05,-0.011538091
20050105,4.58E-05,-0.003414771
20050106,3.80E-05,0.003196602
20050107,4.14E-05,-0.001651347
20050110,3.05E-05,0.003097567
20050111,3.92E-05,-0.006016804
20050112,5.02E-05,0.004209254
20050113,2.36E-05,-0.008862937
20050114,2.49E-05,0.005961219
20050118,3.04E-05,0.009176689
20050119,1.81E-05,-0.009552326
20050120,6.70E-05,-0.007430695
20050121,3.96E-05,-0.00615292
20050124,4.66E-05,-0.003156011
20050125,4.82E-05,0.004167459
20050126,3.75E-05,0.004968763
20050127,2.30E-05,0.000408751
20050128,2.85E-05,-0.002839155
20050131,6.43E-05,0.008213005
20050201,1.35E-05,0.006648635
20050202,2.06E-05,0.003231671
20050203,2.76E-05,-0.002803144
20050204,1.91E-05,0.010816248
20050207,1.19E-05,-0.001189372
20050208,1.37E-05,0.000756961
20050209,2.67E-05,-0.008679327
20050210,2.79E-05,0.004144121
20050211,3.31E-05,0.00723353
20050214,8.98E-06,0.000771295
20050215,1.52E-05,0.003253031
20050216,2.10E-05,0.000123947
20050217,2.66E-05,-0.007863345
20050218,1.67E-05,0.001065433
20050222,4.40E-05,-0.013928222
20050223,4.00E-05,0.005969514
20050224,4.03E-05,0.007646205
20050225,2.26E-05,0.009139907
20050228,3.30E-05,-0.006692479
20050301,2.95E-05,0.005534672
20050302,5.34E-05,-0.000330521
20050303,3.53E-05,0.000330502
20050304,4.99E-05,0.009774702
20050307,1.63E-05,0.002492554
20050308,2.19E-05,-0.004990765
20050309,3.69E-05,-0.009980509
20050310,4.04E-05,0.001258518
20050311,3.83E-05,-0.007170572
20050314,2.36E-05,0.005310519
20050315,3.11E-05,-0.007185002
20050316,3.52E-05,-0.008022072
20050317,2.08E-05,0.002144038
20050318,3.34E-05,-0.000907815
20050321,3.94E-05,-0.005005572
20050322,6.27E-05,-0.009728017
20050323,3.73E-05,0.000162143
20050324,3.00E-05,-0.000443584
20050328,2.79E-05,0.002651379
20050329,4.28E-05,-0.008114381
20050330,3.60E-05,0.0136278
20050331,2.32E-05,-0.000762092
20050401,8.48E-05,-0.006594682
20050404,2.89E-05,0.002843862
20050405,3.30E-05,0.004521613
20050406,3.22E-05,0.001970311
20050407,1.99E-05,0.005961571
20050408,2.05E-05,-0.008346098
20050411,1.87E-05,-7.62E-05
20050412,4.90E-05,0.005445648
20050413,3.89E-05,-0.01184839
20050414,5.77E-05,-0.009716586
20050415,8.74E-05,-0.016564298
20050418,5.97E-05,0.002892663
20050419,5.53E-05,0.006072382
20050420,6.51E-05,-0.012921656
20050421,0.000119885,0.019104258
20050422,8.53E-05,-0.006417375
20050425,5.64E-05,0.008478692
20050426,4.46E-05,-0.008486125
20050427,6.15E-05,0.004210824
20050428,6.08E-05,-0.011305648
20050429,9.95E-05,0.011298572
20050502,3.10E-05,0.004639779
20050503,8.11E-05,-0.000611118
20050504,4.25E-05,0.011814498
20050505,5.66E-05,-0.002512404
20050506,4.35E-05,-0.001595979
20050509,2.18E-05,0.006144909
20050510,7.04E-05,-0.010951816
20050511,4.31E-05,0.003851195
20050512,4.91E-05,-0.010334058
20050513,7.42E-05,-0.004746619
20050516,2.69E-05,0.010052849
20050517,4.00E-05,0.006651985
20050518,4.98E-05,0.009665188
20050519,2.39E-05,0.004544468
20050520,2.05E-05,-0.001562829
20050523,2.37E-05,0.003977683
20050524,3.00E-05,0.000326618
20050525,2.42E-05,-0.002969054
20050526,2.15E-05,0.006391243
20050527,7.00E-06,0.000918067
20050531,2.25E-05,-0.005604692
20050601,4.76E-05,0.008898603
20050602,2.59E-05,0.001421299
20050603,2.58E-05,-0.006389266
20050606,1.07E-05,0.001311826
20050607,4.27E-05,2.51E-05
20050608,2.34E-05,-0.001914532
20050609,3.46E-05,0.005292873
20050610,1.94E-05,-0.002184026
20050613,2.80E-05,0.002475837
20050614,2.02E-05,0.002603161
20050615,3.41E-05,0.002256757
20050616,2.07E-05,0.003640128
20050617,5.01E-05,0.005057671
20050620,2.79E-05,-0.000600035
20050621,1.85E-05,-0.001843652
20050622,3.89E-05,0.00058486
20050623,3.53E-05,-0.010783874
20050624,2.27E-05,-0.007548846
20050627,1.91E-05,-0.000562442
20050628,2.16E-05,0.009079419
20050629,1.86E-05,-0.001299145
20050630,3.25E-05,-0.007554404
20050701,3.59E-05,0.003167901
20050705,2.57E-05,0.008752317
20050706,2.32E-05,-0.008057336
20050707,9.96E-05,0.002307076
20050708,2.17E-05,0.01174341
20050711,1.90E-05,0.006227167
20050712,2.21E-05,0.002121673
20050713,1.35E-05,0.000703396
20050714,5.71E-05,0.002604328
20050715,1.25E-05,0.000847582
20050718,1.71E-05,-0.005102906
20050719,4.37E-05,0.006790255
20050720,3.67E-05,0.004577298
20050721,5.15E-05,-0.006799293
20050722,1.94E-05,0.00508063
20050725,2.01E-05,-0.003817016
20050726,2.08E-05,0.002145732
20050727,1.94E-05,0.004546328
20050728,2.00E-05,0.005756409
20050729,1.63E-05,-0.007432758
20050801,2.22E-05,0.000753253
20050802,1.42E-05,0.006832959
20050803,1.25E-05,0.00061872
20050804,1.96E-05,-0.00759479
20050805,2.10E-05,-0.007414991
20050808,2.70E-05,-0.002710737
20050809,3.17E-05,0.006876631
20050810,4.66E-05,-0.001527909
20050811,3.37E-05,0.006503745
20050812,3.51E-05,-0.005979987
20050815,1.70E-05,0.002775728
20050816,3.19E-05,-0.011903252
20050817,2.88E-05,0.000959075
20050818,2.93E-05,-0.001164383
20050819,2.22E-05,0.000770814
20050822,3.68E-05,0.001687501
20050823,2.17E-05,-0.002909945
20050824,3.56E-05,-0.006121014
20050825,1.60E-05,0.002196678
20050826,2.98E-05,-0.005748925
20050829,2.87E-05,0.006402166
20050830,5.16E-05,-0.003122963
20050831,5.59E-05,0.009668356
20050901,5.61E-05,0.001056533
20050902,2.39E-05,-0.002861021
20050906,3.96E-05,0.012685815
20050907,1.70E-05,0.002089611
20050908,2.28E-05,-0.003581416
20050909,1.95E-05,0.007554592
20050912,1.03E-05,-0.000846123
20050913,2.59E-05,-0.007443581
20050914,2.42E-05,-0.00335194
20050915,3.42E-05,0.000342195
20050916,3.25E-05,0.007598741
20050919,1.51E-05,-0.005589503
20050920,3.96E-05,-0.007575207
20050921,3.21E-05,-0.009410905
20050922,5.34E-05,0.003785587
20050923,2.47E-05,0.000757152
20050926,5.07E-05,0.000370213
20050927,3.22E-05,5.76E-05
20050928,3.18E-05,0.001356367
20050929,4.43E-05,0.009137265
20050930,1.87E-05,0.000683983
20051003,2.38E-05,-0.001457756
20051004,3.97E-05,-0.009962233
20051005,5.60E-05,-0.014982361
20051006,9.93E-05,-0.004313908
20051007,4.83E-05,0.003711139
20051010,4.75E-05,-0.007031941
20051011,5.70E-05,-0.002166866
20051012,8.01E-05,-0.006018735
20051013,9.19E-05,-0.000560581
20051014,6.70E-05,0.008419303
20051017,2.80E-05,0.002726838
20051018,3.17E-05,-0.009777923
20051019,7.99E-05,0.014510472
20051020,9.77E-05,-0.015074244
20051021,7.88E-05,0.001493196
20051024,6.89E-05,0.016404355
20051025,5.13E-05,-0.002412486
20051026,6.05E-05,-0.004061591
20051027,3.45E-05,-0.010360863
20051028,7.90E-05,0.015896392
20051031,4.64E-05,0.006470953
20051101,1.91E-05,-0.003577198
20051102,2.88E-05,0.009787655
20051103,4.71E-05,0.004091195
20051104,3.26E-05,-0.000188552
20051107,2.46E-05,0.002005953
20051108,2.91E-05,-0.003498068
20051109,2.35E-05,0.001361303
20051110,4.23E-05,0.008492083
20051111,6.23E-06,0.002725858
20051114,1.57E-05,-0.000737281
20051115,2.44E-05,-0.003955094
20051116,2.43E-05,0.001959008
20051117,2.38E-05,0.00924877
20051118,3.57E-05,0.004391694
20051121,1.47E-05,0.005153847
20051122,2.20E-05,0.004682807
20051123,1.36E-05,0.003348257
20051125,6.55E-06,0.002083778
20051128,1.69E-05,-0.008146636
20051129,3.43E-05,0.000349851
20051130,2.91E-05,-0.006270213
20051201,4.79E-05,0.012368373
20051202,1.33E-05,0.000324143
20051205,1.99E-05,-0.002184064
20051206,3.96E-05,0.000958268
20051207,2.70E-05,-0.004989876
20051208,3.64E-05,-0.001273308
20051209,1.97E-05,0.002894266
20051212,2.49E-05,0.001023797
20051213,2.63E-05,0.005459393
20051214,2.03E-05,0.004267253
20051215,2.23E-05,-0.001399536
20051216,2.03E-05,-0.002520996
20051219,2.02E-05,-0.00597527
20051220,1.65E-05,-0.000198445
20051221,3.36E-05,0.002830179
20051222,1.40E-05,0.004251358
20051223,6.16E-06,0.00074886
20051227,3.11E-05,-0.009336722
20051228,1.54E-05,0.001169195
20051229,1.62E-05,-0.002873371
20051230,2.72E-05,-0.005251244
20060103,7.25E-05,0.015973765
20060104,2.64E-05,0.003736705
20060105,2.09E-05,-0.00025917
20060106,6.55E-05,0.009059881
20060109,1.21E-05,0.003572126
20060110,3.36E-05,-0.000488435
20060111,1.70E-05,0.003181671
20060112,1.28E-05,-0.006286233
20060113,1.71E-05,0.001134606
20060117,3.66E-05,-0.003571113
20060118,5.23E-05,-0.003998849
20060119,2.27E-05,0.005338133
20060120,4.24E-05,-0.018567631
20060123,2.67E-05,0.001892793
20060124,3.29E-05,0.00248145
20060125,6.20E-05,-0.001666924
20060126,6.28E-05,0.007436618
20060127,3.22E-05,0.007352227
20060130,1.02E-05,0.001370077
20060131,2.84E-05,-0.00388241
20060201,2.88E-05,0.001475381
20060202,3.86E-05,-0.009054798
20060203,6.35E-05,-0.005499657
20060206,2.08E-05,0.000877758
20060207,4.23E-05,-0.007888617
20060208,2.39E-05,0.008404311
20060209,2.22E-05,-0.00131244
20060210,3.91E-05,0.002686644
20060213,2.39E-05,-0.003090826
20060214,3.01E-05,0.009880865
20060215,4.14E-05,0.003310782
20060216,1.41E-05,0.007022162
20060217,1.33E-05,-0.001886405
20060221,2.43E-05,-0.003159019
20060222,1.88E-05,0.007508586
20060223,2.81E-05,-0.0038444
20060224,1.41E-05,0.001443293
20060227,1.60E-05,0.003707937
20060228,3.55E-05,-0.010627159
20060301,2.19E-05,0.008080271
20060302,3.51E-05,-0.001356206
20060303,4.79E-05,-0.001436096
20060306,2.75E-05,-0.007024138
20060307,3.08E-05,-0.00211448
20060308,3.31E-05,0.001847995
20060309,1.97E-05,-0.004696298
20060310,3.01E-05,0.007478471
20060313,2.27E-05,0.001839783
20060314,1.67E-05,0.010165193
20060315,1.47E-05,0.004490933
20060316,2.34E-05,0.002108258
20060317,1.60E-05,0.001309156
20060320,1.64E-05,-0.001377885
20060321,2.55E-05,-0.006002285
20060322,1.93E-05,0.005971819
20060323,2.04E-05,-0.002401275
20060324,1.77E-05,0.000906117
20060327,1.32E-05,-0.000898366
20060328,3.08E-05,-0.006296624
20060329,2.55E-05,0.007626098
20060330,3.94E-05,-0.00182069
20060331,2.46E-05,-0.003775625
20060403,2.08E-05,-0.00389897
20060404,2.82E-05,0.006007454
20060405,2.65E-05,0.004164587
20060406,2.31E-05,-0.002068379
20060407,5.31E-05,-0.010397323
20060410,1.86E-05,0.000740746
20060411,4.36E-05,-0.007858967
20060412,2.23E-05,0.001467944
20060413,2.11E-05,0.000706206
20060417,1.81E-05,-0.002975441
20060418,5.96E-05,0.017001991
20060419,3.31E-05,0.001780237
20060420,3.29E-05,0.001205444
20060421,3.87E-05,-0.000404211
20060424,2.77E-05,-0.002114674
20060425,3.20E-05,-0.00448981
20060426,3.75E-05,0.002876618
20060427,0.000121135,0.003586303
20060428,2.40E-05,0.000831893
20060501,4.55E-05,-0.004075101
20060502,2.71E-05,0.006057361
20060503,2.08E-05,-0.003959978
20060504,1.90E-05,0.003343412
20060505,4.89E-05,0.010551868
20060508,7.08E-06,-0.00096595
20060509,6.30E-06,0.00011323
20060510,2.55E-05,-0.001473261
20060511,3.30E-05,-0.012829274
20060512,7.61E-05,-0.011762168
20060515,5.93E-05,0.002243472
20060516,2.82E-05,-0.002064702
20060517,9.95E-05,-0.016697824
20060518,4.77E-05,-0.006531815
20060519,8.88E-05,0.004183627
20060522,0.000119023,-0.003874809
20060523,8.34E-05,-0.004200369
20060524,0.000150437,0.001566545
20060525,6.15E-05,0.011668689
20060526,1.92E-05,0.00586783
20060530,4.36E-05,-0.015501867
20060531,7.26E-05,0.008082354
20060601,4.32E-05,0.011764703
20060602,5.18E-05,0.001826116
20060605,5.57E-05,-0.01763692
20060606,0.00010056,-0.001297048
20060607,6.40E-05,-0.005984905
20060608,0.000166342,0.001360452
20060609,6.11E-05,-0.004797128
20060612,6.55E-05,-0.012648835
20060613,0.000155181,-0.010442006
20060614,9.43E-05,0.004923869
20060615,7.61E-05,0.020137177
20060616,4.63E-05,-0.003812506
20060619,6.24E-05,-0.008981195
20060620,4.32E-05,-0.000209679
20060621,4.11E-05,0.009310681
20060622,4.10E-05,-0.004635624
20060623,5.23E-05,-0.000321185
20060626,2.62E-05,0.004777641
20060627,3.51E-05,-0.008754373
20060628,3.23E-05,0.005810414
20060629,9.93E-05,0.021140354
20060630,2.59E-05,-0.001273535
20060703,1.63E-05,0.007944361
20060705,5.70E-05,-0.00694567
20060706,3.04E-05,0.002578172
20060707,3.36E-05,-0.006804462
20060710,3.02E-05,0.001610764
20060711,3.99E-05,0.004024214
20060712,3.06E-05,-0.010785801
20060713,6.49E-05,-0.012770095
20060714,8.75E-05,-0.004445223
20060717,4.65E-05,-0.001562456
20060718,8.24E-05,0.001732023
20060719,8.86E-05,0.018180352
20060720,3.33E-05,-0.008497596
20060721,6.78E-05,-0.00684417
20060724,5.63E-05,0.016298624
20060725,5.45E-05,0.006545219
20060726,4.80E-05,0.000118208
20060727,7.27E-05,-0.003902891
