x,x_se_1step_sto_var0,x_se_1step_sto_var1,x_se_1step_sto_vecm,xf_1step_det_var0,xf_1step_det_var1,xf_1step_det_vecm,xf_1step_sto_var0,xf_1step_sto_var1,xf_1step_sto_vecm,y,y_se_1step_sto_var0,y_se_1step_sto_var1,y_se_1step_sto_vecm,yf_1step_det_var0,yf_1step_det_var1,yf_1step_det_vecm,yf_1step_sto_var0,yf_1step_sto_var1,yf_1step_sto_vecm
-11.61223575,#N/A,#N/A,#N/A,-11.61223575,-11.61223575,-11.61223575,-11.61223575,-11.61223575,-11.61223575,-11.24663252,#N/A,#N/A,#N/A,-11.24663252,-11.24663252,-11.24663252,-11.24663252,-11.24663252,-11.24663252
-10.76968738,#N/A,#N/A,#N/A,-10.76968738,-10.76968738,-10.76968738,-10.76968738,-10.76968738,-10.76968738,-10.76376536,#N/A,#N/A,#N/A,-10.76376536,-10.76376536,-10.76376536,-10.76376536,-10.76376536,-10.76376536
-10.5442356,#N/A,#N/A,#N/A,-10.5442356,-10.5442356,-10.5442356,-10.5442356,-10.5442356,-10.5442356,-9.865641506,#N/A,#N/A,#N/A,-9.865641506,-9.865641506,-9.865641506,-9.865641506,-9.865641506,-9.865641506
-10.00856356,#N/A,#N/A,#N/A,-10.00856356,-10.00856356,-10.00856356,-10.00856356,-10.00856356,-10.00856356,-10.53626241,#N/A,#N/A,#N/A,-10.53626241,-10.53626241,-10.53626241,-10.53626241,-10.53626241,-10.53626241
-10.1694548,#N/A,#N/A,#N/A,-10.1694548,-10.1694548,-10.1694548,-10.1694548,-10.1694548,-10.1694548,-11.10694871,#N/A,#N/A,#N/A,-11.10694871,-11.10694871,-11.10694871,-11.10694871,-11.10694871,-11.10694871
-11.29953599,#N/A,#N/A,#N/A,-11.29953599,-11.29953599,-11.29953599,-11.29953599,-11.29953599,-11.29953599,-12.27597871,#N/A,#N/A,#N/A,-12.27597871,-12.27597871,-12.27597871,-12.27597871,-12.27597871,-12.27597871
-11.44340678,#N/A,#N/A,#N/A,-11.44340678,-11.44340678,-11.44340678,-11.44340678,-11.44340678,-11.44340678,-12.84591778,#N/A,#N/A,#N/A,-12.84591778,-12.84591778,-12.84591778,-12.84591778,-12.84591778,-12.84591778
-12.16596781,#N/A,#N/A,#N/A,-12.16596781,-12.16596781,-12.16596781,-12.16596781,-12.16596781,-12.16596781,-12.97215112,#N/A,#N/A,#N/A,-12.97215112,-12.97215112,-12.97215112,-12.97215112,-12.97215112,-12.97215112
-13.37845059,#N/A,#N/A,#N/A,-13.37845059,-13.37845059,-13.37845059,-13.37845059,-13.37845059,-13.37845059,-13.88326222,#N/A,#N/A,#N/A,-13.88326222,-13.88326222,-13.88326222,-13.88326222,-13.88326222,-13.88326222
-14.00554408,#N/A,#N/A,#N/A,-14.00554408,-14.00554408,-14.00554408,-14.00554408,-14.00554408,-14.00554408,-12.39631318,#N/A,#N/A,#N/A,-12.39631318,-12.39631318,-12.39631318,-12.39631318,-12.39631318,-12.39631318
-13.58800998,#N/A,#N/A,#N/A,-13.58800998,-13.58800998,-13.58800998,-13.58800998,-13.58800998,-13.58800998,-12.37510262,#N/A,#N/A,#N/A,-12.37510262,-12.37510262,-12.37510262,-12.37510262,-12.37510262,-12.37510262
-12.44464469,#N/A,#N/A,#N/A,-12.44464469,-12.44464469,-12.44464469,-12.44464469,-12.44464469,-12.44464469,-11.63040721,#N/A,#N/A,#N/A,-11.63040721,-11.63040721,-11.63040721,-11.63040721,-11.63040721,-11.63040721
-12.58271497,#N/A,#N/A,#N/A,-12.58271497,-12.58271497,-12.58271497,-12.58271497,-12.58271497,-12.58271497,-11.81401624,#N/A,#N/A,#N/A,-11.81401624,-11.81401624,-11.81401624,-11.81401624,-11.81401624,-11.81401624
-13.20346721,#N/A,#N/A,#N/A,-13.20346721,-13.20346721,-13.20346721,-13.20346721,-13.20346721,-13.20346721,-13.33168316,#N/A,#N/A,#N/A,-13.33168316,-13.33168316,-13.33168316,-13.33168316,-13.33168316,-13.33168316
-12.50871703,#N/A,#N/A,#N/A,-12.50871703,-12.50871703,-12.50871703,-12.50871703,-12.50871703,-12.50871703,-12.73916585,#N/A,#N/A,#N/A,-12.73916585,-12.73916585,-12.73916585,-12.73916585,-12.73916585,-12.73916585
-11.78418639,#N/A,#N/A,#N/A,-11.78418639,-11.78418639,-11.78418639,-11.78418639,-11.78418639,-11.78418639,-11.6613509,#N/A,#N/A,#N/A,-11.6613509,-11.6613509,-11.6613509,-11.6613509,-11.6613509,-11.6613509
-10.33959879,#N/A,#N/A,#N/A,-10.33959879,-10.33959879,-10.33959879,-10.33959879,-10.33959879,-10.33959879,-9.875717468,#N/A,#N/A,#N/A,-9.875717468,-9.875717468,-9.875717468,-9.875717468,-9.875717468,-9.875717468
-12.68273425,#N/A,#N/A,#N/A,-12.68273425,-12.68273425,-12.68273425,-12.68273425,-12.68273425,-12.68273425,-11.52165677,#N/A,#N/A,#N/A,-11.52165677,-11.52165677,-11.52165677,-11.52165677,-11.52165677,-11.52165677
-12.42150349,#N/A,#N/A,#N/A,-12.42150349,-12.42150349,-12.42150349,-12.42150349,-12.42150349,-12.42150349,-12.11161188,#N/A,#N/A,#N/A,-12.11161188,-12.11161188,-12.11161188,-12.11161188,-12.11161188,-12.11161188
-9.316454731,#N/A,#N/A,#N/A,-9.316454731,-9.316454731,-9.316454731,-9.316454731,-9.316454731,-9.316454731,-9.328432031,#N/A,#N/A,#N/A,-9.328432031,-9.328432031,-9.328432031,-9.328432031,-9.328432031,-9.328432031
-10.98821048,#N/A,#N/A,#N/A,-10.98821048,-10.98821048,-10.98821048,-10.98821048,-10.98821048,-10.98821048,-11.36608807,#N/A,#N/A,#N/A,-11.36608807,-11.36608807,-11.36608807,-11.36608807,-11.36608807,-11.36608807
-10.39142691,#N/A,#N/A,#N/A,-10.39142691,-10.39142691,-10.39142691,-10.39142691,-10.39142691,-10.39142691,-11.01290622,#N/A,#N/A,#N/A,-11.01290622,-11.01290622,-11.01290622,-11.01290622,-11.01290622,-11.01290622
-10.88851836,#N/A,#N/A,#N/A,-10.88851836,-10.88851836,-10.88851836,-10.88851836,-10.88851836,-10.88851836,-11.75911269,#N/A,#N/A,#N/A,-11.75911269,-11.75911269,-11.75911269,-11.75911269,-11.75911269,-11.75911269
-12.73903236,#N/A,#N/A,#N/A,-12.73903236,-12.73903236,-12.73903236,-12.73903236,-12.73903236,-12.73903236,-12.61544071,#N/A,#N/A,#N/A,-12.61544071,-12.61544071,-12.61544071,-12.61544071,-12.61544071,-12.61544071
-10.61563682,#N/A,#N/A,#N/A,-10.61563682,-10.61563682,-10.61563682,-10.61563682,-10.61563682,-10.61563682,-10.73532228,#N/A,#N/A,#N/A,-10.73532228,-10.73532228,-10.73532228,-10.73532228,-10.73532228,-10.73532228
-9.855985033,#N/A,#N/A,#N/A,-9.855985033,-9.855985033,-9.855985033,-9.855985033,-9.855985033,-9.855985033,-10.20445052,#N/A,#N/A,#N/A,-10.20445052,-10.20445052,-10.20445052,-10.20445052,-10.20445052,-10.20445052
-10.87416456,#N/A,#N/A,#N/A,-10.87416456,-10.87416456,-10.87416456,-10.87416456,-10.87416456,-10.87416456,-11.33495026,#N/A,#N/A,#N/A,-11.33495026,-11.33495026,-11.33495026,-11.33495026,-11.33495026,-11.33495026
-8.810422019,#N/A,#N/A,#N/A,-8.810422019,-8.810422019,-8.810422019,-8.810422019,-8.810422019,-8.810422019,-8.54280055,#N/A,#N/A,#N/A,-8.54280055,-8.54280055,-8.54280055,-8.54280055,-8.54280055,-8.54280055
-8.115993224,#N/A,#N/A,#N/A,-8.115993224,-8.115993224,-8.115993224,-8.115993224,-8.115993224,-8.115993224,-8.031944095,#N/A,#N/A,#N/A,-8.031944095,-8.031944095,-8.031944095,-8.031944095,-8.031944095,-8.031944095
-10.37341776,#N/A,#N/A,#N/A,-10.37341776,-10.37341776,-10.37341776,-10.37341776,-10.37341776,-10.37341776,-10.16661397,#N/A,#N/A,#N/A,-10.16661397,-10.16661397,-10.16661397,-10.16661397,-10.16661397,-10.16661397
-8.909545282,#N/A,#N/A,#N/A,-8.909545282,-8.909545282,-8.909545282,-8.909545282,-8.909545282,-8.909545282,-10.78001402,#N/A,#N/A,#N/A,-10.78001402,-10.78001402,-10.78001402,-10.78001402,-10.78001402,-10.78001402
-9.474388587,#N/A,#N/A,#N/A,-9.474388587,-9.474388587,-9.474388587,-9.474388587,-9.474388587,-9.474388587,-11.02840066,#N/A,#N/A,#N/A,-11.02840066,-11.02840066,-11.02840066,-11.02840066,-11.02840066,-11.02840066
-10.60793823,#N/A,#N/A,#N/A,-10.60793823,-10.60793823,-10.60793823,-10.60793823,-10.60793823,-10.60793823,-11.08165202,#N/A,#N/A,#N/A,-11.08165202,-11.08165202,-11.08165202,-11.08165202,-11.08165202,-11.08165202
-10.49601873,#N/A,#N/A,#N/A,-10.49601873,-10.49601873,-10.49601873,-10.49601873,-10.49601873,-10.49601873,-10.38678034,#N/A,#N/A,#N/A,-10.38678034,-10.38678034,-10.38678034,-10.38678034,-10.38678034,-10.38678034
-12.3062937,#N/A,#N/A,#N/A,-12.3062937,-12.3062937,-12.3062937,-12.3062937,-12.3062937,-12.3062937,-12.16888235,#N/A,#N/A,#N/A,-12.16888235,-12.16888235,-12.16888235,-12.16888235,-12.16888235,-12.16888235
-13.17034967,#N/A,#N/A,#N/A,-13.17034967,-13.17034967,-13.17034967,-13.17034967,-13.17034967,-13.17034967,-13.17272218,#N/A,#N/A,#N/A,-13.17272218,-13.17272218,-13.17272218,-13.17272218,-13.17272218,-13.17272218
-15.0781339,#N/A,#N/A,#N/A,-15.0781339,-15.0781339,-15.0781339,-15.0781339,-15.0781339,-15.0781339,-13.84307731,#N/A,#N/A,#N/A,-13.84307731,-13.84307731,-13.84307731,-13.84307731,-13.84307731,-13.84307731
-13.51965252,#N/A,#N/A,#N/A,-13.51965252,-13.51965252,-13.51965252,-13.51965252,-13.51965252,-13.51965252,-12.546003,#N/A,#N/A,#N/A,-12.546003,-12.546003,-12.546003,-12.546003,-12.546003,-12.546003
-13.84986685,#N/A,#N/A,#N/A,-13.84986685,-13.84986685,-13.84986685,-13.84986685,-13.84986685,-13.84986685,-12.91718187,#N/A,#N/A,#N/A,-12.91718187,-12.91718187,-12.91718187,-12.91718187,-12.91718187,-12.91718187
-13.87730973,#N/A,#N/A,#N/A,-13.87730973,-13.87730973,-13.87730973,-13.87730973,-13.87730973,-13.87730973,-11.44073909,#N/A,#N/A,#N/A,-11.44073909,-11.44073909,-11.44073909,-11.44073909,-11.44073909,-11.44073909
-12.09032873,#N/A,#N/A,#N/A,-12.09032873,-12.09032873,-12.09032873,-12.09032873,-12.09032873,-12.09032873,-10.4502366,#N/A,#N/A,#N/A,-10.4502366,-10.4502366,-10.4502366,-10.4502366,-10.4502366,-10.4502366
-14.89389695,#N/A,#N/A,#N/A,-14.89389695,-14.89389695,-14.89389695,-14.89389695,-14.89389695,-14.89389695,-12.06769142,#N/A,#N/A,#N/A,-12.06769142,-12.06769142,-12.06769142,-12.06769142,-12.06769142,-12.06769142
-12.32361583,#N/A,#N/A,#N/A,-12.32361583,-12.32361583,-12.32361583,-12.32361583,-12.32361583,-12.32361583,-10.79053428,#N/A,#N/A,#N/A,-10.79053428,-10.79053428,-10.79053428,-10.79053428,-10.79053428,-10.79053428
-12.25630994,#N/A,#N/A,#N/A,-12.25630994,-12.25630994,-12.25630994,-12.25630994,-12.25630994,-12.25630994,-10.9125006,#N/A,#N/A,#N/A,-10.9125006,-10.9125006,-10.9125006,-10.9125006,-10.9125006,-10.9125006
-9.590421173,#N/A,#N/A,#N/A,-9.590421173,-9.590421173,-9.590421173,-9.590421173,-9.590421173,-9.590421173,-9.928559525,#N/A,#N/A,#N/A,-9.928559525,-9.928559525,-9.928559525,-9.928559525,-9.928559525,-9.928559525
-12.66394579,#N/A,#N/A,#N/A,-12.66394579,-12.66394579,-12.66394579,-12.66394579,-12.66394579,-12.66394579,-11.22143199,#N/A,#N/A,#N/A,-11.22143199,-11.22143199,-11.22143199,-11.22143199,-11.22143199,-11.22143199
-12.46224677,#N/A,#N/A,#N/A,-12.46224677,-12.46224677,-12.46224677,-12.46224677,-12.46224677,-12.46224677,-11.15950674,#N/A,#N/A,#N/A,-11.15950674,-11.15950674,-11.15950674,-11.15950674,-11.15950674,-11.15950674
-14.39435284,#N/A,#N/A,#N/A,-14.39435284,-14.39435284,-14.39435284,-14.39435284,-14.39435284,-14.39435284,-13.94765275,#N/A,#N/A,#N/A,-13.94765275,-13.94765275,-13.94765275,-13.94765275,-13.94765275,-13.94765275
-14.54633684,#N/A,#N/A,#N/A,-14.54633684,-14.54633684,-14.54633684,-14.54633684,-14.54633684,-14.54633684,-14.40183228,#N/A,#N/A,#N/A,-14.40183228,-14.40183228,-14.40183228,-14.40183228,-14.40183228,-14.40183228
-13.54263262,#N/A,#N/A,#N/A,-13.54263262,-13.54263262,-13.54263262,-13.54263262,-13.54263262,-13.54263262,-14.0034264,#N/A,#N/A,#N/A,-14.0034264,-14.0034264,-14.0034264,-14.0034264,-14.0034264,-14.0034264
-12.52311293,#N/A,#N/A,#N/A,-12.52311293,-12.52311293,-12.52311293,-12.52311293,-12.52311293,-12.52311293,-14.05994752,#N/A,#N/A,#N/A,-14.05994752,-14.05994752,-14.05994752,-14.05994752,-14.05994752,-14.05994752
-13.61727451,#N/A,#N/A,#N/A,-13.61727451,-13.61727451,-13.61727451,-13.61727451,-13.61727451,-13.61727451,-15.62148272,#N/A,#N/A,#N/A,-15.62148272,-15.62148272,-15.62148272,-15.62148272,-15.62148272,-15.62148272
-14.79888669,#N/A,#N/A,#N/A,-14.79888669,-14.79888669,-14.79888669,-14.79888669,-14.79888669,-14.79888669,-16.18063864,#N/A,#N/A,#N/A,-16.18063864,-16.18063864,-16.18063864,-16.18063864,-16.18063864,-16.18063864
-14.68414829,#N/A,#N/A,#N/A,-14.68414829,-14.68414829,-14.68414829,-14.68414829,-14.68414829,-14.68414829,-14.60384284,#N/A,#N/A,#N/A,-14.60384284,-14.60384284,-14.60384284,-14.60384284,-14.60384284,-14.60384284
-18.69925623,#N/A,#N/A,#N/A,-18.69925623,-18.69925623,-18.69925623,-18.69925623,-18.69925623,-18.69925623,-15.43506833,#N/A,#N/A,#N/A,-15.43506833,-15.43506833,-15.43506833,-15.43506833,-15.43506833,-15.43506833
-15.99009955,#N/A,#N/A,#N/A,-15.99009955,-15.99009955,-15.99009955,-15.99009955,-15.99009955,-15.99009955,-13.79150046,#N/A,#N/A,#N/A,-13.79150046,-13.79150046,-13.79150046,-13.79150046,-13.79150046,-13.79150046
-15.12943266,#N/A,#N/A,#N/A,-15.12943266,-15.12943266,-15.12943266,-15.12943266,-15.12943266,-15.12943266,-13.83554907,#N/A,#N/A,#N/A,-13.83554907,-13.83554907,-13.83554907,-13.83554907,-13.83554907,-13.83554907
-13.76780268,#N/A,#N/A,#N/A,-13.76780268,-13.76780268,-13.76780268,-13.76780268,-13.76780268,-13.76780268,-12.67195174,#N/A,#N/A,#N/A,-12.67195174,-12.67195174,-12.67195174,-12.67195174,-12.67195174,-12.67195174
-12.06932545,#N/A,#N/A,#N/A,-12.06932545,-12.06932545,-12.06932545,-12.06932545,-12.06932545,-12.06932545,-12.37826581,#N/A,#N/A,#N/A,-12.37826581,-12.37826581,-12.37826581,-12.37826581,-12.37826581,-12.37826581
-9.052811708,#N/A,#N/A,#N/A,-9.052811708,-9.052811708,-9.052811708,-9.052811708,-9.052811708,-9.052811708,-12.2437324,#N/A,#N/A,#N/A,-12.2437324,-12.2437324,-12.2437324,-12.2437324,-12.2437324,-12.2437324
-11.45583616,#N/A,#N/A,#N/A,-11.45583616,-11.45583616,-11.45583616,-11.45583616,-11.45583616,-11.45583616,-12.45104387,#N/A,#N/A,#N/A,-12.45104387,-12.45104387,-12.45104387,-12.45104387,-12.45104387,-12.45104387
-14.37257574,#N/A,#N/A,#N/A,-14.37257574,-14.37257574,-14.37257574,-14.37257574,-14.37257574,-14.37257574,-14.05188186,#N/A,#N/A,#N/A,-14.05188186,-14.05188186,-14.05188186,-14.05188186,-14.05188186,-14.05188186
-16.77227996,#N/A,#N/A,#N/A,-16.77227996,-16.77227996,-16.77227996,-16.77227996,-16.77227996,-16.77227996,-16.17791959,#N/A,#N/A,#N/A,-16.17791959,-16.17791959,-16.17791959,-16.17791959,-16.17791959,-16.17791959
-15.16440721,#N/A,#N/A,#N/A,-15.16440721,-15.16440721,-15.16440721,-15.16440721,-15.16440721,-15.16440721,-14.67962268,#N/A,#N/A,#N/A,-14.67962268,-14.67962268,-14.67962268,-14.67962268,-14.67962268,-14.67962268
-14.16456195,#N/A,#N/A,#N/A,-14.16456195,-14.16456195,-14.16456195,-14.16456195,-14.16456195,-14.16456195,-14.18664847,#N/A,#N/A,#N/A,-14.18664847,-14.18664847,-14.18664847,-14.18664847,-14.18664847,-14.18664847
-15.41083485,#N/A,#N/A,#N/A,-15.41083485,-15.41083485,-15.41083485,-15.41083485,-15.41083485,-15.41083485,-14.61705975,#N/A,#N/A,#N/A,-14.61705975,-14.61705975,-14.61705975,-14.61705975,-14.61705975,-14.61705975
-14.38246062,#N/A,#N/A,#N/A,-14.38246062,-14.38246062,-14.38246062,-14.38246062,-14.38246062,-14.38246062,-12.68663662,#N/A,#N/A,#N/A,-12.68663662,-12.68663662,-12.68663662,-12.68663662,-12.68663662,-12.68663662
-12.67966052,#N/A,#N/A,#N/A,-12.67966052,-12.67966052,-12.67966052,-12.67966052,-12.67966052,-12.67966052,-12.21214077,#N/A,#N/A,#N/A,-12.21214077,-12.21214077,-12.21214077,-12.21214077,-12.21214077,-12.21214077
-11.76686949,#N/A,#N/A,#N/A,-11.76686949,-11.76686949,-11.76686949,-11.76686949,-11.76686949,-11.76686949,-10.80421482,#N/A,#N/A,#N/A,-10.80421482,-10.80421482,-10.80421482,-10.80421482,-10.80421482,-10.80421482
-11.5895102,#N/A,#N/A,#N/A,-11.5895102,-11.5895102,-11.5895102,-11.5895102,-11.5895102,-11.5895102,-10.22629433,#N/A,#N/A,#N/A,-10.22629433,-10.22629433,-10.22629433,-10.22629433,-10.22629433,-10.22629433
-13.41648185,#N/A,#N/A,#N/A,-13.41648185,-13.41648185,-13.41648185,-13.41648185,-13.41648185,-13.41648185,-11.3247639,#N/A,#N/A,#N/A,-11.3247639,-11.3247639,-11.3247639,-11.3247639,-11.3247639,-11.3247639
-12.78587982,#N/A,#N/A,#N/A,-12.78587982,-12.78587982,-12.78587982,-12.78587982,-12.78587982,-12.78587982,-11.96292807,#N/A,#N/A,#N/A,-11.96292807,-11.96292807,-11.96292807,-11.96292807,-11.96292807,-11.96292807
-11.8012851,#N/A,#N/A,#N/A,-11.8012851,-11.8012851,-11.8012851,-11.8012851,-11.8012851,-11.8012851,-11.88894927,#N/A,#N/A,#N/A,-11.88894927,-11.88894927,-11.88894927,-11.88894927,-11.88894927,-11.88894927
-10.55293929,#N/A,#N/A,#N/A,-10.55293929,-10.55293929,-10.55293929,-10.55293929,-10.55293929,-10.55293929,-10.84829709,#N/A,#N/A,#N/A,-10.84829709,-10.84829709,-10.84829709,-10.84829709,-10.84829709,-10.84829709
-9.491631074,#N/A,#N/A,#N/A,-9.491631074,-9.491631074,-9.491631074,-9.491631074,-9.491631074,-9.491631074,-10.18942485,#N/A,#N/A,#N/A,-10.18942485,-10.18942485,-10.18942485,-10.18942485,-10.18942485,-10.18942485
-8.775795796,#N/A,#N/A,#N/A,-8.775795796,-8.775795796,-8.775795796,-8.775795796,-8.775795796,-8.775795796,-10.43393292,#N/A,#N/A,#N/A,-10.43393292,-10.43393292,-10.43393292,-10.43393292,-10.43393292,-10.43393292
-8.172817822,#N/A,#N/A,#N/A,-8.172817822,-8.172817822,-8.172817822,-8.172817822,-8.172817822,-8.172817822,-9.622499808,#N/A,#N/A,#N/A,-9.622499808,-9.622499808,-9.622499808,-9.622499808,-9.622499808,-9.622499808
-8.157072235,#N/A,#N/A,#N/A,-8.157072235,-8.157072235,-8.157072235,-8.157072235,-8.157072235,-8.157072235,-10.0431391,#N/A,#N/A,#N/A,-10.0431391,-10.0431391,-10.0431391,-10.0431391,-10.0431391,-10.0431391
-7.633518061,#N/A,#N/A,#N/A,-7.633518061,-7.633518061,-7.633518061,-7.633518061,-7.633518061,-7.633518061,-9.878448239,#N/A,#N/A,#N/A,-9.878448239,-9.878448239,-9.878448239,-9.878448239,-9.878448239,-9.878448239
-7.917194474,#N/A,#N/A,#N/A,-7.917194474,-7.917194474,-7.917194474,-7.917194474,-7.917194474,-7.917194474,-10.65708672,#N/A,#N/A,#N/A,-10.65708672,-10.65708672,-10.65708672,-10.65708672,-10.65708672,-10.65708672
-11.63959443,#N/A,#N/A,#N/A,-11.63959443,-11.63959443,-11.63959443,-11.63959443,-11.63959443,-11.63959443,-10.44037318,#N/A,#N/A,#N/A,-10.44037318,-10.44037318,-10.44037318,-10.44037318,-10.44037318,-10.44037318
-11.76101598,#N/A,#N/A,#N/A,-11.76101598,-11.76101598,-11.76101598,-11.76101598,-11.76101598,-11.76101598,-10.62896544,#N/A,#N/A,#N/A,-10.62896544,-10.62896544,-10.62896544,-10.62896544,-10.62896544,-10.62896544
-10.79155084,#N/A,#N/A,#N/A,-10.79155084,-10.79155084,-10.79155084,-10.79155084,-10.79155084,-10.79155084,-10.5482609,#N/A,#N/A,#N/A,-10.5482609,-10.5482609,-10.5482609,-10.5482609,-10.5482609,-10.5482609
-9.674584159,#N/A,#N/A,#N/A,-9.674584159,-9.674584159,-9.674584159,-9.674584159,-9.674584159,-9.674584159,-9.033867708,#N/A,#N/A,#N/A,-9.033867708,-9.033867708,-9.033867708,-9.033867708,-9.033867708,-9.033867708
-8.705863709,#N/A,#N/A,#N/A,-8.705863709,-8.705863709,-8.705863709,-8.705863709,-8.705863709,-8.705863709,-7.954550115,#N/A,#N/A,#N/A,-7.954550115,-7.954550115,-7.954550115,-7.954550115,-7.954550115,-7.954550115
-12.2211998,#N/A,#N/A,#N/A,-12.2211998,-12.2211998,-12.2211998,-12.2211998,-12.2211998,-12.2211998,-9.268643545,#N/A,#N/A,#N/A,-9.268643545,-9.268643545,-9.268643545,-9.268643545,-9.268643545,-9.268643545
-12.05481031,#N/A,#N/A,#N/A,-12.05481031,-12.05481031,-12.05481031,-12.05481031,-12.05481031,-12.05481031,-10.48167597,#N/A,#N/A,#N/A,-10.48167597,-10.48167597,-10.48167597,-10.48167597,-10.48167597,-10.48167597
-8.775589324,#N/A,#N/A,#N/A,-8.775589324,-8.775589324,-8.775589324,-8.775589324,-8.775589324,-8.775589324,-8.462406701,#N/A,#N/A,#N/A,-8.462406701,-8.462406701,-8.462406701,-8.462406701,-8.462406701,-8.462406701
-9.256747003,#N/A,#N/A,#N/A,-9.256747003,-9.256747003,-9.256747003,-9.256747003,-9.256747003,-9.256747003,-8.40716887,#N/A,#N/A,#N/A,-8.40716887,-8.40716887,-8.40716887,-8.40716887,-8.40716887,-8.40716887
-9.496726365,#N/A,#N/A,#N/A,-9.496726365,-9.496726365,-9.496726365,-9.496726365,-9.496726365,-9.496726365,-9.124611614,#N/A,#N/A,#N/A,-9.124611614,-9.124611614,-9.124611614,-9.124611614,-9.124611614,-9.124611614
-9.060814668,#N/A,#N/A,#N/A,-9.060814668,-9.060814668,-9.060814668,-9.060814668,-9.060814668,-9.060814668,-9.678180746,#N/A,#N/A,#N/A,-9.678180746,-9.678180746,-9.678180746,-9.678180746,-9.678180746,-9.678180746
-7.265995768,#N/A,#N/A,#N/A,-7.265995768,-7.265995768,-7.265995768,-7.265995768,-7.265995768,-7.265995768,-7.967179386,#N/A,#N/A,#N/A,-7.967179386,-7.967179386,-7.967179386,-7.967179386,-7.967179386,-7.967179386
-8.673883969,#N/A,#N/A,#N/A,-8.673883969,-8.673883969,-8.673883969,-8.673883969,-8.673883969,-8.673883969,-7.755307337,#N/A,#N/A,#N/A,-7.755307337,-7.755307337,-7.755307337,-7.755307337,-7.755307337,-7.755307337
-7.658666603,#N/A,#N/A,#N/A,-7.658666603,-7.658666603,-7.658666603,-7.658666603,-7.658666603,-7.658666603,-7.038681553,#N/A,#N/A,#N/A,-7.038681553,-7.038681553,-7.038681553,-7.038681553,-7.038681553,-7.038681553
-5.266834609,#N/A,#N/A,#N/A,-5.266834609,-5.266834609,-5.266834609,-5.266834609,-5.266834609,-5.266834609,-5.646178119,#N/A,#N/A,#N/A,-5.646178119,-5.646178119,-5.646178119,-5.646178119,-5.646178119,-5.646178119
-7.716330906,#N/A,#N/A,#N/A,-7.716330906,-7.716330906,-7.716330906,-7.716330906,-7.716330906,-7.716330906,-6.352514504,#N/A,#N/A,#N/A,-6.352514504,-6.352514504,-6.352514504,-6.352514504,-6.352514504,-6.352514504
-9.14725478,#N/A,#N/A,#N/A,-9.14725478,-9.14725478,-9.14725478,-9.14725478,-9.14725478,-9.14725478,-7.547899257,#N/A,#N/A,#N/A,-7.547899257,-7.547899257,-7.547899257,-7.547899257,-7.547899257,-7.547899257
-8.806895713,#N/A,#N/A,#N/A,-8.806895713,-8.806895713,-8.806895713,-8.806895713,-8.806895713,-8.806895713,-7.746283609,#N/A,#N/A,#N/A,-7.746283609,-7.746283609,-7.746283609,-7.746283609,-7.746283609,-7.746283609
-8.482578095,#N/A,#N/A,#N/A,-8.482578095,-8.482578095,-8.482578095,-8.482578095,-8.482578095,-8.482578095,-8.068771404,#N/A,#N/A,#N/A,-8.068771404,-8.068771404,-8.068771404,-8.068771404,-8.068771404,-8.068771404
-7.653212505,#N/A,#N/A,#N/A,-7.653212505,-7.653212505,-7.653212505,-7.653212505,-7.653212505,-7.653212505,-7.183570813,#N/A,#N/A,#N/A,-7.183570813,-7.183570813,-7.183570813,-7.183570813,-7.183570813,-7.183570813
-7.424336131,#N/A,#N/A,#N/A,-7.424336131,-7.424336131,-7.424336131,-7.424336131,-7.424336131,-7.424336131,-6.761797803,#N/A,#N/A,#N/A,-6.761797803,-6.761797803,-6.761797803,-6.761797803,-6.761797803,-6.761797803
-6.24084761,#N/A,#N/A,#N/A,-6.24084761,-6.24084761,-6.24084761,-6.24084761,-6.24084761,-6.24084761,-5.691157622,#N/A,#N/A,#N/A,-5.691157622,-5.691157622,-5.691157622,-5.691157622,-5.691157622,-5.691157622
-4.205022133,#N/A,#N/A,#N/A,-4.205022133,-4.205022133,-4.205022133,-4.205022133,-4.205022133,-4.205022133,-3.927778217,#N/A,#N/A,#N/A,-3.927778217,-3.927778217,-3.927778217,-3.927778217,-3.927778217,-3.927778217
-5.022647233,#N/A,#N/A,#N/A,-5.022647233,-5.022647233,-5.022647233,-5.022647233,-5.022647233,-5.022647233,-4.861412477,#N/A,#N/A,#N/A,-4.861412477,-4.861412477,-4.861412477,-4.861412477,-4.861412477,-4.861412477
-4.968441445,#N/A,#N/A,#N/A,-4.968441445,-4.968441445,-4.968441445,-4.968441445,-4.968441445,-4.968441445,-4.426034406,#N/A,#N/A,#N/A,-4.426034406,-4.426034406,-4.426034406,-4.426034406,-4.426034406,-4.426034406
-4.981071322,#N/A,#N/A,#N/A,-4.981071322,-4.981071322,-4.981071322,-4.981071322,-4.981071322,-4.981071322,-5.058189701,#N/A,#N/A,#N/A,-5.058189701,-5.058189701,-5.058189701,-5.058189701,-5.058189701,-5.058189701
-5.051906838,#N/A,#N/A,#N/A,-5.051906838,-5.051906838,-5.051906838,-5.051906838,-5.051906838,-5.051906838,-4.897125046,#N/A,#N/A,#N/A,-4.897125046,-4.897125046,-4.897125046,-4.897125046,-4.897125046,-4.897125046
